"Latest: Time (s)","Latest: Pressure (kPa)"
18.285,197.439218359
18.2875,197.502896346
18.29,197.502896346
18.2925,197.502896346
18.295,197.502896346
18.2975,197.502896346
18.3,197.502896346
18.3025,197.502896346
18.305,197.502896346
18.3075,197.439218359
18.31,197.502896346
18.3125,197.502896346
18.315,197.502896346
18.3175,197.502896346
18.32,197.502896346
18.3225,197.502896346
18.325,197.502896346
18.3275,197.562828569
18.33,197.502896346
18.3325,197.502896346
18.335,197.502896346
18.3375,197.502896346
18.34,197.502896346
18.3425,197.502896346
18.345,197.439218359
18.3475,197.439218359
18.35,197.502896346
18.3525,197.502896346
18.355,197.502896346
18.3575,197.502896346
18.36,197.502896346
18.3625,197.502896346
18.365,197.502896346
18.3675,197.439218359
18.37,197.439218359
18.3725,197.502896346
18.375,197.502896346
18.3775,197.439218359
18.38,197.502896346
18.3825,197.439218359
18.385,197.502896346
18.3875,197.439218359
18.39,197.502896346
18.3925,197.439218359
18.395,197.502896346
18.3975,197.502896346
18.4,197.439218359
18.4025,197.502896346
18.405,197.439218359
18.4075,197.502896346
18.41,197.502896346
18.4125,197.439218359
18.415,197.502896346
18.4175,197.502896346
18.42,197.502896346
18.4225,197.439218359
18.425,197.439218359
18.4275,197.439218359
18.43,197.502896346
18.4325,197.439218359
18.435,197.502896346
18.4375,197.502896346
18.44,197.502896346
18.4425,197.502896346
18.445,197.502896346
18.4475,197.439218359
18.45,197.502896346
18.4525,197.502896346
18.455,197.502896346
18.4575,197.502896346
18.46,197.439218359
18.4625,197.439218359
18.465,197.502896346
18.4675,197.502896346
18.47,197.502896346
18.4725,197.502896346
18.475,197.502896346
18.4775,197.502896346
18.48,197.439218359
18.4825,197.502896346
18.485,197.502896346
18.4875,197.439218359
18.49,197.502896346
18.4925,197.502896346
18.495,197.439218359
18.4975,197.439218359
18.5,197.439218359
18.5025,197.439218359
18.505,197.439218359
18.5075,197.439218359
18.51,197.502896346
18.5125,197.502896346
18.515,197.502896346
18.5175,197.502896346
18.52,197.502896346
18.5225,197.439218359
18.525,197.502896346
18.5275,197.439218359
18.53,197.502896346
18.5325,197.439218359
18.535,197.439218359
18.5375,197.502896346
18.54,197.439218359
18.5425,197.439218359
18.545,197.439218359
18.5475,197.439218359
18.55,197.439218359
18.5525,197.502896346
18.555,197.439218359
18.5575,197.439218359
18.56,197.439218359
18.5625,197.502896346
18.565,197.439218359
18.5675,197.439218359
18.57,197.502896346
18.5725,197.502896346
18.575,197.439218359
18.5775,197.439218359
18.58,197.439218359
18.5825,197.439218359
18.585,197.439218359
18.5875,197.439218359
18.59,197.439218359
18.5925,197.439218359
18.595,197.439218359
18.5975,197.502896346
18.6,197.439218359
18.6025,197.439218359
18.605,197.439218359
18.6075,197.439218359
18.61,197.439218359
18.6125,197.439218359
18.615,197.502896346
18.6175,197.439218359
18.62,197.439218359
18.6225,197.439218359
18.625,197.439218359
18.6275,197.439218359
18.63,197.502896346
18.6325,197.439218359
18.635,197.439218359
18.6375,197.439218359
18.64,197.502896346
18.6425,197.439218359
18.645,197.439218359
18.6475,197.439218359
18.65,197.502896346
18.6525,197.439218359
18.655,197.439218359
18.6575,197.502896346
18.66,197.439218359
18.6625,197.502896346
18.665,197.439218359
18.6675,197.439218359
18.67,197.439218359
18.6725,197.439218359
18.675,197.439218359
18.6775,197.502896346
18.68,197.439218359
18.6825,197.502896346
18.685,197.439218359
18.6875,197.439218359
18.69,197.439218359
18.6925,197.439218359
18.695,197.439218359
18.6975,197.502896346
18.7,197.502896346
18.7025,197.439218359
18.705,197.439218359
18.7075,197.439218359
18.71,197.502896346
18.7125,197.502896346
18.715,197.439218359
18.7175,197.439218359
18.72,197.502896346
18.7225,197.439218359
18.725,197.439218359
18.7275,197.439218359
18.73,197.439218359
18.7325,197.502896346
18.735,197.439218359
18.7375,197.439218359
18.74,197.502896346
18.7425,197.439218359
18.745,197.502896346
18.7475,197.439218359
18.75,197.439218359
18.7525,197.439218359
18.755,197.502896346
18.7575,197.439218359
18.76,197.439218359
18.7625,197.439218359
18.765,197.439218359
18.7675,197.502896346
18.77,197.502896346
18.7725,197.502896346
18.775,197.439218359
18.7775,197.502896346
18.78,197.502896346
18.7825,197.439218359
18.785,197.502896346
18.7875,197.502896346
18.79,197.439218359
18.7925,197.439218359
18.795,197.502896346
18.7975,197.439218359
18.8,197.502896346
18.8025,197.502896346
18.805,197.502896346
18.8075,197.502896346
18.81,197.502896346
18.8125,197.439218359
18.815,197.502896346
18.8175,197.502896346
18.82,197.439218359
18.8225,197.439218359
18.825,197.502896346
18.8275,197.439218359
18.83,197.439218359
18.8325,197.502896346
18.835,197.439218359
18.8375,197.439218359
18.84,197.502896346
18.8425,197.502896346
18.845,197.439218359
18.8475,197.439218359
18.85,197.502896346
18.8525,197.502896346
18.855,197.439218359
18.8575,197.502896346
18.86,197.502896346
18.8625,197.439218359
18.865,197.439218359
18.8675,197.502896346
18.87,197.502896346
18.8725,197.439218359
18.875,197.502896346
18.8775,197.502896346
18.88,197.439218359
18.8825,197.502896346
18.885,197.502896346
18.8875,197.502896346
18.89,197.502896346
18.8925,197.439218359
18.895,197.502896346
18.8975,197.502896346
18.9,197.439218359
18.9025,197.439218359
18.905,197.502896346
18.9075,197.502896346
18.91,197.502896346
18.9125,197.439218359
18.915,197.439218359
18.9175,197.439218359
18.92,197.502896346
18.9225,197.502896346
18.925,197.502896346
18.9275,197.439218359
18.93,197.502896346
18.9325,197.502896346
18.935,197.439218359
18.9375,197.439218359
18.94,197.439218359
18.9425,197.502896346
18.945,197.439218359
18.9475,197.502896346
18.95,197.439218359
18.9525,197.439218359
18.955,197.502896346
18.9575,197.502896346
18.96,197.439218359
18.9625,197.502896346
18.965,197.502896346
18.9675,197.439218359
18.97,197.439218359
18.9725,197.439218359
18.975,197.502896346
18.9775,197.502896346
18.98,197.502896346
18.9825,197.502896346
18.985,197.439218359
18.9875,197.502896346
18.99,197.502896346
18.9925,197.502896346
18.995,197.439218359
18.9975,197.439218359
19,197.502896346
19.0025,197.502896346
19.005,197.439218359
19.0075,197.502896346
19.01,197.502896346
19.0125,197.502896346
19.015,197.502896346
19.0175,197.439218359
19.02,197.439218359
19.0225,197.439218359
19.025,197.502896346
19.0275,197.439218359
19.03,197.439218359
19.0325,197.439218359
19.035,197.502896346
19.0375,197.502896346
19.04,197.439218359
19.0425,197.502896346
19.045,197.502896346
19.0475,197.439218359
19.05,197.502896346
19.0525,197.502896346
19.055,197.502896346
19.0575,197.502896346
19.06,197.502896346
19.0625,197.439218359
19.065,197.439218359
19.0675,197.502896346
19.07,197.502896346
19.0725,197.439218359
19.075,197.439218359
19.0775,197.502896346
19.08,197.439218359
19.0825,197.502896346
19.085,197.502896346
19.0875,197.439218359
19.09,197.439218359
19.0925,197.502896346
19.095,197.502896346
19.0975,197.502896346
19.1,197.439218359
19.1025,197.439218359
19.105,197.502896346
19.1075,197.439218359
19.11,197.502896346
19.1125,197.439218359
19.115,197.502896346
19.1175,197.502896346
19.12,197.502896346
19.1225,197.439218359
19.125,197.439218359
19.1275,197.502896346
19.13,197.502896346
19.1325,197.502896346
19.135,197.439218359
19.1375,197.439218359
19.14,197.502896346
19.1425,197.502896346
19.145,197.439218359
19.1475,197.502896346
19.15,197.439218359
19.1525,197.502896346
19.155,197.439218359
19.1575,197.439218359
19.16,197.502896346
19.1625,197.439218359
19.165,197.502896346
19.1675,197.439218359
19.17,197.439218359
19.1725,197.439218359
19.175,197.502896346
19.1775,197.439218359
19.18,197.502896346
19.1825,197.439218359
19.185,197.439218359
19.1875,197.502896346
19.19,197.502896346
19.1925,197.502896346
19.195,197.439218359
19.1975,197.439218359
19.2,197.502896346
19.2025,197.439218359
19.205,197.439218359
19.2075,197.502896346
19.21,197.502896346
19.2125,197.439218359
19.215,197.502896346
19.2175,197.439218359
19.22,197.439218359
19.2225,197.439218359
19.225,197.502896346
19.2275,197.502896346
19.23,197.439218359
19.2325,197.439218359
19.235,197.502896346
19.2375,197.502896346
19.24,197.502896346
19.2425,197.439218359
19.245,197.502896346
19.2475,197.439218359
19.25,197.439218359
19.2525,197.439218359
19.255,197.439218359
19.2575,197.502896346
19.26,197.439218359
19.2625,197.439218359
19.265,197.439218359
19.2675,197.439218359
19.27,197.502896346
19.2725,197.439218359
19.275,197.439218359
19.2775,197.439218359
19.28,197.439218359
19.2825,197.502896346
19.285,197.439218359
19.2875,197.439218359
19.29,197.439218359
19.2925,197.439218359
19.295,197.502896346
19.2975,197.439218359
19.3,197.439218359
19.3025,197.439218359
19.305,197.502896346
19.3075,197.502896346
19.31,197.439218359
19.3125,197.439218359
19.315,197.502896346
19.3175,197.439218359
19.32,197.439218359
19.3225,197.439218359
19.325,197.439218359
19.3275,197.439218359
19.33,197.439218359
19.3325,197.439218359
19.335,197.439218359
19.3375,197.439218359
19.34,197.502896346
19.3425,197.439218359
19.345,197.439218359
19.3475,197.439218359
19.35,197.502896346
19.3525,197.439218359
19.355,197.439218359
19.3575,197.439218359
19.36,197.502896346
19.3625,197.502896346
19.365,197.439218359
19.3675,197.439218359
19.37,197.439218359
19.3725,197.439218359
19.375,197.439218359
19.3775,197.439218359
19.38,197.439218359
19.3825,197.439218359
19.385,197.502896346
19.3875,197.439218359
19.39,197.439218359
19.3925,197.439218359
19.395,197.502896346
19.3975,197.439218359
19.4,197.502896346
19.4025,197.439218359
19.405,197.439218359
19.4075,197.439218359
19.41,197.439218359
19.4125,197.439218359
19.415,197.439218359
19.4175,197.439218359
19.42,197.502896346
19.4225,197.502896346
19.425,197.439218359
19.4275,197.439218359
19.43,197.439218359
19.4325,197.439218359
19.435,197.439218359
19.4375,197.439218359
19.44,197.439218359
19.4425,197.439218359
19.445,197.502896346
19.4475,197.439218359
19.45,197.439218359
19.4525,197.439218359
19.455,197.439218359
19.4575,197.439218359
19.46,197.439218359
19.4625,197.439218359
19.465,197.439218359
19.4675,197.439218359
19.47,197.439218359
19.4725,197.439218359
19.475,197.439218359
19.4775,197.439218359
19.48,197.439218359
19.4825,197.439218359
19.485,197.439218359
19.4875,197.439218359
19.49,197.439218359
19.4925,197.439218359
19.495,197.439218359
19.4975,197.439218359
19.5,197.439218359
19.5025,197.439218359
19.505,197.439218359
19.5075,197.439218359
19.51,197.439218359
19.5125,197.439218359
19.515,197.502896346
19.5175,197.502896346
19.52,197.439218359
19.5225,197.439218359
19.525,197.439218359
19.5275,197.439218359
19.53,197.439218359
19.5325,197.439218359
19.535,197.439218359
19.5375,197.439218359
19.54,197.439218359
19.5425,197.439218359
19.545,197.439218359
19.5475,197.439218359
19.55,197.439218359
19.5525,197.439218359
19.555,197.439218359
19.5575,197.439218359
19.56,197.439218359
19.5625,197.439218359
19.565,197.439218359
19.5675,197.439218359
19.57,197.439218359
19.5725,197.502896346
19.575,197.439218359
19.5775,197.439218359
19.58,197.439218359
19.5825,197.439218359
19.585,197.439218359
19.5875,197.502896346
19.59,197.439218359
19.5925,197.439218359
19.595,197.439218359
19.5975,197.439218359
19.6,197.439218359
19.6025,197.439218359
19.605,197.439218359
19.6075,197.439218359
19.61,197.439218359
19.6125,197.502896346
19.615,197.439218359
19.6175,197.439218359
19.62,197.439218359
19.6225,197.439218359
19.625,197.439218359
19.6275,197.439218359
19.63,197.502896346
19.6325,197.439218359
19.635,197.439218359
19.6375,197.439218359
19.64,197.439218359
19.6425,197.439218359
19.645,197.439218359
19.6475,197.439218359
19.65,197.439218359
19.6525,197.439218359
19.655,197.439218359
19.6575,197.502896346
19.66,197.439218359
19.6625,197.439218359
19.665,197.439218359
19.6675,197.439218359
19.67,197.439218359
19.6725,197.439218359
19.675,197.439218359
19.6775,197.439218359
19.68,197.439218359
19.6825,197.439218359
19.685,197.439218359
19.6875,197.439218359
19.69,197.502896346
19.6925,197.439218359
19.695,197.439218359
19.6975,197.439218359
19.7,197.439218359
19.7025,197.439218359
19.705,197.439218359
19.7075,197.439218359
19.71,197.439218359
19.7125,197.439218359
19.715,197.439218359
19.7175,197.502896346
19.72,197.439218359
19.7225,197.439218359
19.725,197.502896346
19.7275,197.439218359
19.73,197.439218359
19.7325,197.439218359
19.735,197.439218359
19.7375,197.439218359
19.74,197.439218359
19.7425,197.439218359
19.745,197.439218359
19.7475,197.439218359
19.75,197.439218359
19.7525,197.439218359
19.755,197.439218359
19.7575,197.439218359
19.76,197.439218359
19.7625,197.439218359
19.765,197.439218359
19.7675,197.439218359
19.77,197.502896346
19.7725,197.439218359
19.775,197.439218359
19.7775,197.439218359
19.78,197.439218359
19.7825,197.439218359
19.785,197.439218359
19.7875,197.502896346
19.79,197.439218359
19.7925,197.439218359
19.795,197.502896346
19.7975,197.439218359
19.8,197.439218359
19.8025,197.439218359
19.805,197.502896346
19.8075,197.439218359
19.81,197.439218359
19.8125,197.439218359
19.815,197.439218359
19.8175,197.439218359
19.82,197.439218359
19.8225,197.439218359
19.825,197.439218359
19.8275,197.439218359
19.83,197.439218359
19.8325,197.439218359
19.835,197.439218359
19.8375,197.439218359
19.84,197.439218359
19.8425,197.439218359
19.845,197.439218359
19.8475,197.439218359
19.85,197.439218359
19.8525,197.439218359
19.855,197.439218359
19.8575,197.439218359
19.86,197.439218359
19.8625,197.439218359
19.865,197.502896346
19.8675,197.439218359
19.87,197.439218359
19.8725,197.439218359
19.875,197.439218359
19.8775,197.439218359
19.88,197.439218359
19.8825,197.439218359
19.885,197.439218359
19.8875,197.502896346
19.89,197.502896346
19.8925,197.439218359
19.895,197.439218359
19.8975,197.439218359
19.9,197.439218359
19.9025,197.502896346
19.905,197.439218359
19.9075,197.502896346
19.91,197.502896346
19.9125,197.439218359
19.915,197.439218359
19.9175,197.439218359
19.92,197.439218359
19.9225,197.439218359
19.925,197.439218359
19.9275,197.439218359
19.93,197.439218359
19.9325,197.439218359
19.935,197.502896346
19.9375,197.439218359
19.94,197.439218359
19.9425,197.439218359
19.945,197.439218359
19.9475,197.439218359
19.95,197.439218359
19.9525,197.439218359
19.955,197.439218359
19.9575,197.439218359
19.96,197.439218359
19.9625,197.439218359
19.965,197.439218359
19.9675,197.439218359
19.97,197.502896346
19.9725,197.439218359
19.975,197.439218359
19.9775,197.439218359
19.98,197.439218359
19.9825,197.439218359
19.985,197.439218359
19.9875,197.439218359
19.99,197.439218359
19.9925,197.439218359
19.995,197.439218359
19.9975,197.439218359
20,197.439218359
20.0025,197.439218359
20.005,197.502896346
20.0075,197.502896346
20.01,197.439218359
20.0125,197.439218359
20.015,197.439218359
20.0175,197.439218359
20.02,197.439218359
20.0225,197.439218359
20.025,197.439218359
20.0275,197.439218359
20.03,197.439218359
20.0325,197.439218359
20.035,197.439218359
20.0375,197.439218359
20.04,197.502896346
20.0425,197.502896346
20.045,197.439218359
20.0475,197.439218359
20.05,197.502896346
20.0525,197.439218359
20.055,197.439218359
20.0575,197.439218359
20.06,197.439218359
20.0625,197.439218359
20.065,197.439218359
20.0675,197.439218359
20.07,197.439218359
20.0725,197.439218359
20.075,197.502896346
20.0775,197.502896346
20.08,197.439218359
20.0825,197.439218359
20.085,197.439218359
20.0875,197.439218359
20.09,197.439218359
20.0925,197.439218359
20.095,197.502896346
20.0975,197.502896346
20.1,197.439218359
20.1025,197.439218359
20.105,197.439218359
20.1075,197.439218359
20.11,197.439218359
20.1125,197.439218359
20.115,197.439218359
20.1175,197.439218359
20.12,197.439218359
20.1225,197.439218359
20.125,197.439218359
20.1275,197.439218359
20.13,197.439218359
20.1325,197.502896346
20.135,197.439218359
20.1375,197.439218359
20.14,197.439218359
20.1425,197.439218359
20.145,197.439218359
20.1475,197.502896346
20.15,197.439218359
20.1525,197.439218359
20.155,197.439218359
20.1575,197.439218359
20.16,197.439218359
20.1625,197.439218359
20.165,197.439218359
20.1675,197.439218359
20.17,197.439218359
20.1725,197.439218359
20.175,197.439218359
20.1775,197.439218359
20.18,197.439218359
20.1825,197.502896346
20.185,197.439218359
20.1875,197.439218359
20.19,197.439218359
20.1925,197.439218359
20.195,197.439218359
20.1975,197.439218359
20.2,197.439218359
20.2025,197.439218359
20.205,197.439218359
20.2075,197.439218359
20.21,197.439218359
20.2125,197.439218359
20.215,197.439218359
20.2175,197.439218359
20.22,197.439218359
20.2225,197.439218359
20.225,197.439218359
20.2275,197.439218359
20.23,197.439218359
20.2325,197.439218359
20.235,197.439218359
20.2375,197.439218359
20.24,197.439218359
20.2425,197.439218359
20.245,197.439218359
20.2475,197.439218359
20.25,197.439218359
20.2525,197.439218359
20.255,197.439218359
20.2575,197.439218359
20.26,197.439218359
20.2625,197.439218359
20.265,197.439218359
20.2675,197.439218359
20.27,197.439218359
20.2725,197.439218359
20.275,197.439218359
20.2775,197.439218359
20.28,197.439218359
20.2825,197.439218359
20.285,197.439218359
20.2875,197.439218359
20.29,197.439218359
20.2925,197.439218359
20.295,197.439218359
20.2975,197.439218359
20.3,197.439218359
20.3025,197.439218359
20.305,197.439218359
20.3075,197.439218359
20.31,197.439218359
20.3125,197.439218359
20.315,197.439218359
20.3175,197.439218359
20.32,197.439218359
20.3225,197.439218359
20.325,197.439218359
20.3275,197.439218359
20.33,197.439218359
20.3325,197.439218359
20.335,197.439218359
20.3375,197.439218359
20.34,197.379286135
20.3425,197.379286135
20.345,197.379286135
20.3475,197.439218359
20.35,197.379286135
20.3525,197.379286135
20.355,197.379286135
20.3575,197.439218359
20.36,197.439218359
20.3625,197.379286135
20.365,197.379286135
20.3675,197.379286135
20.37,197.379286135
20.3725,197.379286135
20.375,197.379286135
20.3775,197.379286135
20.38,197.379286135
20.3825,197.379286135
20.385,197.379286135
20.3875,197.379286135
20.39,197.379286135
20.3925,197.439218359
20.395,197.379286135
20.3975,197.379286135
20.4,197.379286135
20.4025,197.379286135
20.405,197.379286135
20.4075,197.379286135
20.41,197.379286135
20.4125,197.379286135
20.415,197.439218359
20.4175,197.379286135
20.42,197.379286135
20.4225,197.379286135
20.425,197.319353912
20.4275,197.439218359
20.43,197.439218359
20.4325,197.379286135
20.435,197.379286135
20.4375,197.379286135
20.44,197.379286135
20.4425,197.379286135
20.445,197.379286135
20.4475,197.379286135
20.45,197.379286135
20.4525,197.379286135
20.455,197.379286135
20.4575,197.379286135
20.46,197.379286135
20.4625,197.379286135
20.465,197.379286135
20.4675,197.379286135
20.47,197.439218359
20.4725,197.379286135
20.475,197.379286135
20.4775,197.379286135
20.48,197.379286135
20.4825,197.379286135
20.485,197.379286135
20.4875,197.379286135
20.49,197.379286135
20.4925,197.379286135
20.495,197.379286135
20.4975,197.379286135
20.5,197.379286135
20.5025,197.379286135
20.505,197.379286135
20.5075,197.379286135
20.51,197.439218359
20.5125,197.379286135
20.515,197.379286135
20.5175,197.379286135
20.52,197.379286135
20.5225,197.379286135
20.525,197.379286135
20.5275,197.439218359
20.53,197.379286135
20.5325,197.379286135
20.535,197.439218359
20.5375,197.379286135
20.54,197.379286135
20.5425,197.379286135
20.545,197.379286135
20.5475,197.379286135
20.55,197.379286135
20.5525,197.379286135
20.555,197.379286135
20.5575,197.379286135
20.56,197.379286135
20.5625,197.379286135
20.565,197.379286135
20.5675,197.439218359
20.57,197.439218359
20.5725,197.379286135
20.575,197.379286135
20.5775,197.379286135
20.58,197.379286135
20.5825,197.379286135
20.585,197.379286135
20.5875,197.379286135
20.59,197.439218359
20.5925,197.439218359
20.595,197.379286135
20.5975,197.379286135
20.6,197.379286135
20.6025,197.379286135
20.605,197.379286135
20.6075,197.439218359
20.61,197.379286135
20.6125,197.379286135
20.615,197.439218359
20.6175,197.379286135
20.62,197.379286135
20.6225,197.379286135
20.625,197.379286135
20.6275,197.379286135
20.63,197.379286135
20.6325,197.379286135
20.635,197.379286135
20.6375,197.379286135
20.64,197.439218359
20.6425,197.439218359
20.645,197.379286135
20.6475,197.379286135
20.65,197.439218359
20.6525,197.379286135
20.655,197.319353912
20.6575,197.379286135
20.66,197.379286135
20.6625,197.379286135
20.665,197.379286135
20.6675,197.379286135
20.67,197.379286135
20.6725,197.379286135
20.675,197.439218359
20.6775,197.379286135
20.68,197.379286135
20.6825,197.379286135
20.685,197.379286135
20.6875,197.379286135
20.69,197.379286135
20.6925,197.379286135
20.695,197.379286135
20.6975,197.379286135
20.7,197.379286135
20.7025,197.379286135
20.705,197.379286135
20.7075,197.379286135
20.71,197.379286135
20.7125,197.379286135
20.715,197.379286135
20.7175,197.379286135
20.72,197.379286135
20.7225,197.379286135
20.725,197.319353912
20.7275,197.379286135
20.73,197.379286135
20.7325,197.379286135
20.735,197.379286135
20.7375,197.379286135
20.74,197.379286135
20.7425,197.379286135
20.745,197.439218359
20.7475,197.379286135
20.75,197.379286135
20.7525,197.379286135
20.755,197.379286135
20.7575,197.379286135
20.76,197.379286135
20.7625,197.379286135
20.765,197.379286135
20.7675,197.379286135
20.77,197.379286135
20.7725,197.379286135
20.775,197.379286135
20.7775,197.379286135
20.78,197.379286135
20.7825,197.439218359
20.785,197.379286135
20.7875,197.379286135
20.79,197.319353912
20.7925,197.379286135
20.795,197.379286135
20.7975,197.379286135
20.8,197.379286135
20.8025,197.379286135
20.805,197.379286135
20.8075,197.379286135
20.81,197.319353912
20.8125,197.379286135
20.815,197.379286135
20.8175,197.379286135
20.82,197.379286135
20.8225,197.379286135
20.825,197.379286135
20.8275,197.379286135
20.83,197.319353912
20.8325,197.379286135
20.835,197.379286135
20.8375,197.379286135
20.84,197.379286135
20.8425,197.379286135
20.845,197.379286135
20.8475,197.379286135
20.85,197.379286135
20.8525,197.439218359
20.855,197.379286135
20.8575,197.379286135
20.86,197.379286135
20.8625,197.379286135
20.865,197.379286135
20.8675,197.379286135
20.87,197.379286135
20.8725,197.319353912
20.875,197.379286135
20.8775,197.379286135
20.88,197.379286135
20.8825,197.379286135
20.885,197.379286135
20.8875,197.379286135
20.89,197.379286135
20.8925,197.379286135
20.895,197.379286135
20.8975,197.379286135
20.9,197.379286135
20.9025,197.379286135
20.905,197.379286135
20.9075,197.379286135
20.91,197.379286135
20.9125,197.379286135
20.915,197.379286135
20.9175,197.379286135
20.92,197.379286135
20.9225,197.379286135
20.925,197.439218359
20.9275,197.379286135
20.93,197.379286135
20.9325,197.379286135
20.935,197.379286135
20.9375,197.379286135
20.94,197.379286135
20.9425,197.439218359
20.945,197.379286135
20.9475,197.379286135
20.95,197.379286135
20.9525,197.379286135
20.955,197.379286135
20.9575,197.379286135
20.96,197.439218359
20.9625,197.439218359
20.965,197.379286135
20.9675,197.439218359
20.97,197.439218359
20.9725,197.379286135
20.975,197.379286135
20.9775,197.379286135
20.98,197.379286135
20.9825,197.379286135
20.985,197.379286135
20.9875,197.379286135
20.99,197.379286135
20.9925,197.379286135
20.995,197.439218359
20.9975,197.379286135
21,197.379286135
21.0025,197.379286135
21.005,197.379286135
21.0075,197.379286135
21.01,197.379286135
21.0125,197.439218359
21.015,197.379286135
21.0175,197.379286135
21.02,197.379286135
21.0225,197.379286135
21.025,197.379286135
21.0275,197.379286135
21.03,197.379286135
21.0325,197.379286135
21.035,197.379286135
21.0375,197.379286135
21.04,197.379286135
21.0425,197.379286135
21.045,197.379286135
21.0475,197.379286135
21.05,197.319353912
21.0525,197.379286135
21.055,197.379286135
21.0575,197.379286135
21.06,197.379286135
21.0625,197.379286135
21.065,197.379286135
21.0675,197.439218359
21.07,197.319353912
21.0725,197.319353912
21.075,197.379286135
21.0775,197.379286135
21.08,197.379286135
21.0825,197.379286135
21.085,197.379286135
21.0875,197.379286135
21.09,197.379286135
21.0925,197.379286135
21.095,197.379286135
21.0975,197.379286135
21.1,197.379286135
21.1025,197.379286135
21.105,197.379286135
21.1075,197.379286135
21.11,197.379286135
21.1125,197.379286135
21.115,197.379286135
21.1175,197.379286135
21.12,197.379286135
21.1225,197.379286135
21.125,197.379286135
21.1275,197.379286135
21.13,197.379286135
21.1325,197.379286135
21.135,197.379286135
21.1375,197.379286135
21.14,197.379286135
21.1425,197.379286135
21.145,197.379286135
21.1475,197.379286135
21.15,197.379286135
21.1525,197.379286135
21.155,197.379286135
21.1575,197.379286135
21.16,197.379286135
21.1625,197.379286135
21.165,197.379286135
21.1675,197.379286135
21.17,197.379286135
21.1725,197.379286135
21.175,197.379286135
21.1775,197.379286135
21.18,197.379286135
21.1825,197.379286135
21.185,197.379286135
21.1875,197.379286135
21.19,197.379286135
21.1925,197.379286135
21.195,197.379286135
21.1975,197.379286135
21.2,197.379286135
21.2025,197.319353912
21.205,197.379286135
21.2075,197.379286135
21.21,197.379286135
21.2125,197.379286135
21.215,197.379286135
21.2175,197.379286135
21.22,197.379286135
21.2225,197.319353912
21.225,197.379286135
21.2275,197.379286135
21.23,197.319353912
21.2325,197.379286135
21.235,197.379286135
21.2375,197.379286135
21.24,197.379286135
21.2425,197.379286135
21.245,197.379286135
21.2475,197.379286135
21.25,197.379286135
21.2525,197.319353912
21.255,197.379286135
21.2575,197.379286135
21.26,197.319353912
21.2625,197.379286135
21.265,197.379286135
21.2675,197.379286135
21.27,197.379286135
21.2725,197.379286135
21.275,197.379286135
21.2775,197.379286135
21.28,197.379286135
21.2825,197.439218359
21.285,197.379286135
21.2875,197.379286135
21.29,197.379286135
21.2925,197.379286135
21.295,197.379286135
21.2975,197.379286135
21.3,197.379286135
21.3025,197.379286135
21.305,197.379286135
21.3075,197.379286135
21.31,197.379286135
21.3125,197.319353912
21.315,197.379286135
21.3175,197.439218359
21.32,197.379286135
21.3225,197.319353912
21.325,197.379286135
21.3275,197.379286135
21.33,197.379286135
21.3325,197.379286135
21.335,197.379286135
21.3375,197.379286135
21.34,197.379286135
21.3425,197.319353912
21.345,197.379286135
21.3475,197.379286135
21.35,197.379286135
21.3525,197.379286135
21.355,197.379286135
21.3575,197.319353912
21.36,197.319353912
21.3625,197.379286135
21.365,197.379286135
21.3675,197.379286135
21.37,197.379286135
21.3725,197.379286135
21.375,197.379286135
21.3775,197.379286135
21.38,197.379286135
21.3825,197.379286135
21.385,197.379286135
21.3875,197.379286135
21.39,197.379286135
21.3925,197.379286135
21.395,197.379286135
21.3975,197.379286135
21.4,197.379286135
21.4025,197.379286135
21.405,197.379286135
21.4075,197.319353912
21.41,197.379286135
21.4125,197.379286135
21.415,197.319353912
21.4175,197.379286135
21.42,197.319353912
21.4225,197.319353912
21.425,197.379286135
21.4275,197.379286135
21.43,197.379286135
21.4325,197.379286135
21.435,197.379286135
21.4375,197.319353912
21.44,197.379286135
21.4425,197.379286135
21.445,197.379286135
21.4475,197.379286135
21.45,197.379286135
21.4525,197.379286135
21.455,197.379286135
21.4575,197.379286135
21.46,197.439218359
21.4625,197.379286135
21.465,197.379286135
21.4675,197.379286135
21.47,197.319353912
21.4725,197.379286135
21.475,197.319353912
21.4775,197.319353912
21.48,197.319353912
21.4825,197.379286135
21.485,197.379286135
21.4875,197.379286135
21.49,197.379286135
21.4925,197.379286135
21.495,197.379286135
21.4975,197.379286135
21.5,197.379286135
21.5025,197.319353912
21.505,197.379286135
21.5075,197.379286135
21.51,197.379286135
21.5125,197.379286135
21.515,197.319353912
21.5175,197.379286135
21.52,197.379286135
21.5225,197.379286135
21.525,197.379286135
21.5275,197.379286135
21.53,197.379286135
21.5325,197.379286135
21.535,197.379286135
21.5375,197.319353912
21.54,197.379286135
21.5425,197.379286135
21.545,197.319353912
21.5475,197.379286135
21.55,197.319353912
21.5525,197.379286135
21.555,197.379286135
21.5575,197.379286135
21.56,197.379286135
21.5625,197.319353912
21.565,197.379286135
21.5675,197.379286135
21.57,197.379286135
21.5725,197.379286135
21.575,197.379286135
21.5775,197.379286135
21.58,197.319353912
21.5825,197.379286135
21.585,197.379286135
21.5875,197.319353912
21.59,197.379286135
21.5925,197.379286135
21.595,197.379286135
21.5975,197.319353912
21.6,197.379286135
21.6025,197.379286135
21.605,197.379286135
21.6075,197.379286135
21.61,197.379286135
